temperature,humidity,vibration,current,status
52.5,45.5,3945,0.808,WARNING
70.8,92.5,3147,8.667,FAULT
50.7,47.9,836,3.053,NORMAL
75.4,65.4,3427,4.882,WARNING
72.4,46.0,547,9.533,WARNING
52.9,78.9,1896,7.754,WARNING
21.3,68.7,2771,3.077,NORMAL
67.2,96.8,2180,9.735,FAULT
46.7,45.5,2412,6.895,WARNING
27.3,87.8,3015,0.502,NORMAL
60.5,44.9,3777,2.289,WARNING
42.6,54.9,2469,9.863,WARNING
71.6,77.4,3571,6.582,FAULT
47.9,74.9,3008,6.695,WARNING
35.4,87.1,3377,5.659,WARNING
22.8,93.1,1048,2.339,NORMAL
26.2,51.1,2240,8.029,NORMAL
60.9,40.0,1619,4.604,NORMAL
63.0,89.6,3163,6.716,FAULT
50.5,75.2,2471,0.745,NORMAL
75.2,52.3,1247,8.708,WARNING
57.1,83.1,3082,4.114,WARNING
63.2,95.9,3548,6.39,FAULT
77.6,89.5,1321,7.516,WARNING
20.1,63.0,868,8.419,NORMAL
24.4,85.5,2769,7.982,WARNING
75.2,49.3,3826,5.016,WARNING
39.5,69.4,3711,6.285,WARNING
74.7,87.3,2285,4.244,WARNING
79.6,83.3,4007,4.227,FAULT
66.9,81.6,4026,9.981,FAULT
22.1,57.8,3446,6.327,WARNING
48.6,93.3,2872,8.912,FAULT
44.6,72.2,2845,5.238,NORMAL
61.3,81.9,2194,7.379,WARNING
42.5,42.9,1368,5.278,NORMAL
62.0,71.0,1450,1.529,NORMAL
58.8,64.7,1550,5.763,NORMAL
68.5,63.8,4015,0.836,WARNING
20.0,79.7,790,9.671,NORMAL
75.2,74.5,959,2.902,NORMAL
51.7,40.7,1632,9.494,WARNING
73.1,93.0,728,6.495,WARNING
59.4,98.8,1293,5.96,WARNING
48.2,68.3,547,5.105,NORMAL
32.6,80.3,3574,8.853,FAULT
35.6,42.7,1667,3.056,NORMAL
59.3,84.3,3534,4.968,WARNING
43.2,81.1,1297,1.873,NORMAL
21.0,74.4,2181,8.197,NORMAL
48.3,78.2,621,6.679,NORMAL
58.3,43.9,1497,9.454,WARNING
58.4,43.2,2050,3.161,NORMAL
62.7,52.1,3090,6.228,WARNING
46.1,60.5,3015,6.007,WARNING
75.7,68.0,1325,1.408,NORMAL
64.4,89.0,3654,3.47,WARNING
37.1,95.1,1556,6.447,WARNING
47.8,68.4,3250,2.836,WARNING
37.9,42.3,3942,7.924,WARNING
77.9,82.2,913,5.101,WARNING
55.9,96.0,3810,1.341,WARNING
68.7,77.4,2476,9.934,WARNING
77.9,49.2,2892,4.368,WARNING
68.3,70.7,2883,5.279,WARNING
29.6,62.1,1996,3.147,NORMAL
60.2,44.1,1504,2.943,NORMAL
66.6,59.6,3962,3.12,WARNING
59.1,57.2,2171,2.147,NORMAL
65.8,88.5,2460,5.786,WARNING
68.2,75.8,1270,2.072,FAULT
68.0,67.7,1374,9.743,WARNING
58.5,92.5,3401,2.386,WARNING
64.6,41.4,2602,7.361,WARNING
36.3,57.2,2574,0.52,NORMAL
59.1,65.9,3077,0.943,NORMAL
28.0,66.0,3063,9.692,WARNING
61.8,98.0,2070,1.932,WARNING
72.5,58.6,1120,2.906,NORMAL
56.8,82.8,1565,6.669,WARNING
79.9,81.3,2600,5.246,WARNING
21.6,47.2,1533,4.031,NORMAL
73.0,49.9,3272,9.326,FAULT
75.4,95.3,1592,1.266,WARNING
73.6,95.2,2886,7.519,FAULT
75.1,48.4,679,9.978,WARNING
63.7,53.0,2903,2.197,WARNING
36.5,75.7,3136,6.765,WARNING
53.4,96.8,3225,6.067,FAULT
76.1,80.4,2703,4.698,WARNING
45.5,53.4,3445,5.894,NORMAL
51.4,55.6,930,2.519,NORMAL
49.1,92.4,2842,0.793,WARNING
74.1,48.8,2191,6.171,WARNING
68.6,85.9,2862,9.864,FAULT
73.2,42.5,2232,4.146,WARNING
64.6,46.1,1859,9.824,NORMAL
52.2,83.2,2668,7.022,WARNING
60.8,61.1,859,7.927,WARNING
52.1,44.6,1364,9.601,WARNING
58.2,92.8,2557,3.126,WARNING
25.5,89.6,2101,0.737,NORMAL
72.2,47.6,1431,4.47,NORMAL
71.5,65.0,2468,4.186,WARNING
71.0,66.1,1381,6.208,WARNING
69.7,53.7,950,8.141,WARNING
63.0,89.7,3613,7.647,FAULT
37.0,64.1,532,6.777,NORMAL
65.8,89.2,3325,2.12,WARNING
58.1,61.7,2537,5.619,WARNING
40.3,58.7,577,8.782,NORMAL
68.5,59.2,3161,9.808,FAULT
63.7,53.6,1854,7.951,WARNING
64.1,55.2,1783,7.568,WARNING
62.8,87.1,2771,3.835,WARNING
66.6,42.7,2891,3.694,WARNING
72.0,67.1,904,8.252,WARNING
69.9,65.9,1814,3.586,NORMAL
45.5,99.2,3183,8.117,FAULT
29.3,96.2,3665,0.665,WARNING
70.6,78.4,3132,5.232,WARNING
29.0,90.2,1289,6.502,NORMAL
51.6,53.9,1374,0.672,NORMAL
23.3,85.0,2147,5.83,NORMAL
42.8,68.5,3061,4.039,NORMAL
57.6,84.9,3643,8.071,FAULT
37.0,90.4,2541,7.946,WARNING
30.2,54.1,3783,6.433,WARNING
60.8,98.2,3584,9.197,FAULT
21.5,47.8,2350,1.048,NORMAL
30.4,78.7,513,3.696,NORMAL
26.2,74.9,793,8.48,NORMAL
25.4,65.8,3891,1.057,NORMAL
76.5,59.1,3032,6.755,WARNING
64.8,79.7,1940,4.085,WARNING
68.4,96.1,1921,4.747,WARNING
43.6,92.1,2359,1.204,NORMAL
27.7,97.7,2556,4.141,WARNING
26.5,63.5,2231,1.521,NORMAL
58.6,67.7,1500,2.97,NORMAL
73.6,68.8,3152,8.645,FAULT
33.3,60.0,862,5.066,NORMAL
28.6,65.8,1384,9.255,NORMAL
35.6,52.1,2795,2.827,NORMAL
66.1,73.8,2250,3.523,NORMAL
65.2,97.2,2037,4.797,WARNING
37.7,88.9,872,0.732,NORMAL
58.7,75.1,3511,6.387,WARNING
47.9,60.1,631,9.848,WARNING
61.8,76.6,934,1.773,NORMAL
53.1,48.8,654,1.071,NORMAL
45.4,94.2,630,9.543,WARNING
29.8,51.6,1645,3.711,NORMAL
55.3,58.7,726,6.765,NORMAL
63.7,71.6,2032,6.614,WARNING
72.1,46.2,1971,2.789,NORMAL
60.3,80.9,3164,8.114,FAULT
62.6,94.3,1317,9.913,FAULT
62.8,55.2,2328,8.499,WARNING
51.9,40.4,1677,2.139,NORMAL
59.5,53.8,2688,9.335,WARNING
68.8,41.3,1255,5.866,NORMAL
26.5,69.3,3325,0.644,NORMAL
51.3,51.0,560,7.829,NORMAL
69.3,88.6,2237,6.157,WARNING
34.1,41.4,2659,7.431,NORMAL
65.6,94.5,3727,3.365,FAULT
23.5,65.8,3627,9.24,WARNING
75.0,99.6,3802,9.207,FAULT
78.6,74.4,1203,1.559,NORMAL
34.2,99.6,1957,8.332,WARNING
20.8,51.5,603,6.943,NORMAL
42.0,91.7,1532,1.722,NORMAL
60.1,47.6,2590,4.432,WARNING
60.8,92.3,1520,4.345,WARNING
28.8,90.1,2038,2.888,NORMAL
71.2,60.2,1862,8.066,WARNING
51.0,81.9,3421,2.989,WARNING
61.3,89.2,4089,8.673,FAULT
50.2,85.3,2337,7.413,WARNING
34.6,65.4,2521,3.418,NORMAL
32.7,59.9,2366,8.157,NORMAL
21.7,82.4,2741,1.36,NORMAL
47.1,43.1,2096,2.131,NORMAL
28.2,62.2,3817,7.814,WARNING
46.7,60.2,1954,8.683,WARNING
35.3,79.4,1094,1.902,NORMAL
32.5,56.8,533,1.426,NORMAL
51.5,94.8,1611,8.585,WARNING
44.4,81.9,2644,8.27,WARNING
59.5,53.8,3857,4.496,WARNING
30.5,69.6,4090,8.752,WARNING
24.6,49.0,1202,9.861,NORMAL
55.0,76.2,742,4.944,NORMAL
56.3,41.8,1264,4.674,NORMAL
24.3,60.6,2407,0.836,NORMAL
59.7,85.8,3167,8.971,FAULT
53.5,91.5,1935,7.191,WARNING
54.9,92.1,2939,7.425,NORMAL
20.2,73.8,1309,0.552,NORMAL
54.4,55.7,2410,8.894,WARNING
73.6,52.0,2152,6.167,WARNING
38.8,67.9,742,8.684,NORMAL
38.8,51.0,1672,9.051,NORMAL
53.6,79.0,1584,8.477,WARNING
30.0,63.6,1639,7.351,NORMAL
47.0,84.3,862,4.038,NORMAL
65.3,45.8,1652,1.582,NORMAL
49.6,98.3,1936,2.819,WARNING
53.3,53.1,1212,0.782,NORMAL
66.8,64.7,3339,9.546,FAULT
52.2,88.6,1621,9.355,WARNING
35.0,51.2,2573,0.543,NORMAL
39.2,73.7,3547,9.398,WARNING
42.2,96.7,3236,9.145,FAULT
69.6,67.0,3711,4.46,WARNING
56.2,42.8,1269,7.01,NORMAL
21.0,60.9,1400,9.958,NORMAL
25.8,94.3,3447,1.666,WARNING
49.7,75.2,2401,7.331,WARNING
34.5,97.9,2037,2.899,NORMAL
31.6,67.1,3515,5.036,NORMAL
44.2,84.1,3730,4.987,WARNING
34.7,58.8,2193,3.689,NORMAL
77.3,91.8,2396,3.395,WARNING
34.3,85.1,2187,2.023,NORMAL
77.9,52.5,4073,4.816,WARNING
38.8,44.1,3657,8.569,WARNING
24.7,44.5,2638,3.133,NORMAL
54.3,95.9,3595,9.905,FAULT
71.7,55.7,3930,3.368,WARNING
35.5,56.1,2546,0.794,NORMAL
54.7,43.1,3996,5.719,WARNING
76.8,57.3,3872,3.899,WARNING
57.1,99.9,2952,6.852,FAULT
57.3,82.3,2448,5.808,WARNING
23.1,99.9,3766,1.733,WARNING
23.0,73.2,3878,6.127,WARNING
49.5,72.5,1818,0.712,NORMAL
25.8,62.2,880,1.88,NORMAL
67.4,66.9,2914,8.809,FAULT
48.2,62.0,2162,4.252,NORMAL
26.8,98.6,2734,6.03,WARNING
51.4,70.9,2386,5.942,NORMAL
28.3,91.4,3282,5.928,WARNING
51.5,85.1,2535,2.172,WARNING
22.3,88.8,2934,6.133,WARNING
64.5,66.3,2235,1.082,NORMAL
60.9,73.4,3106,4.099,WARNING
63.4,47.9,836,1.799,NORMAL
71.3,70.1,841,4.196,NORMAL
36.9,88.5,3867,3.411,WARNING
77.9,49.5,3917,2.484,WARNING
49.5,82.1,1601,4.316,NORMAL
22.5,72.5,2638,9.604,WARNING
63.1,52.3,1212,7.427,WARNING
40.4,69.2,3623,4.939,WARNING
60.0,55.9,2810,3.946,NORMAL
43.1,56.4,1961,7.507,NORMAL
37.8,99.1,3987,4.284,WARNING
62.1,46.0,1255,9.161,WARNING
66.2,46.3,2582,2.871,WARNING
27.2,52.1,3262,3.572,NORMAL
37.5,74.9,1804,9.172,WARNING
66.7,75.0,985,8.511,WARNING
77.7,41.7,1450,9.656,WARNING
66.7,69.5,962,0.583,NORMAL
25.5,78.5,3927,3.23,NORMAL
67.2,45.9,3034,3.199,WARNING
25.0,49.6,3542,1.658,NORMAL
48.3,49.5,3768,2.573,WARNING
76.8,76.2,3212,4.993,FAULT
77.7,64.0,4064,4.444,WARNING
24.0,48.9,3181,2.406,NORMAL
32.5,70.6,2626,2.414,NORMAL
67.0,72.7,3797,7.455,FAULT
45.9,71.6,3860,8.751,FAULT
41.7,97.2,3833,5.892,WARNING
54.5,85.6,2155,3.859,NORMAL
21.8,71.3,1249,6.663,NORMAL
39.4,75.8,3716,1.8,NORMAL
70.3,85.3,3839,5.496,FAULT
61.5,43.7,1383,1.449,NORMAL
58.9,45.9,1900,2.905,NORMAL
74.1,52.3,3760,4.545,WARNING
71.6,81.2,2753,4.069,WARNING
73.2,84.5,3510,1.9,WARNING
55.2,94.9,1804,1.625,WARNING
58.1,57.3,876,1.023,NORMAL
68.0,57.8,2334,4.706,WARNING
50.7,48.9,2604,5.997,WARNING
75.7,74.4,1352,3.996,NORMAL
68.0,59.9,1406,4.68,NORMAL
38.2,57.2,1469,0.959,NORMAL
47.9,56.4,3502,2.451,WARNING
55.4,77.2,3846,4.003,WARNING
26.0,61.0,3430,5.661,NORMAL
60.3,91.2,873,4.762,WARNING
40.9,40.0,3466,8.577,WARNING
32.0,89.2,2682,7.642,WARNING
45.9,84.0,1610,8.896,WARNING
45.4,92.7,1861,5.903,WARNING
69.6,67.9,2635,1.835,WARNING
44.2,96.0,3018,6.543,WARNING
48.6,64.1,2636,3.768,NORMAL
20.1,53.9,4048,1.94,NORMAL
59.5,50.5,3123,0.535,NORMAL
35.2,75.3,2113,9.046,WARNING
73.0,68.5,1429,2.825,NORMAL
78.8,52.5,2862,5.352,WARNING
45.1,87.4,711,4.374,NORMAL
72.3,44.5,1577,5.821,NORMAL
34.8,73.7,2353,0.902,NORMAL
43.7,88.7,1829,6.123,WARNING
21.3,47.4,3756,2.89,NORMAL
42.9,69.5,1751,3.027,NORMAL
24.3,50.6,2641,6.443,NORMAL
49.8,51.5,3283,3.676,WARNING
66.6,59.2,2017,6.559,WARNING
68.7,77.9,3581,0.812,WARNING
55.9,92.2,3138,6.656,FAULT
49.3,84.2,2479,7.886,WARNING
33.5,56.5,1383,4.181,NORMAL
57.8,95.2,825,2.948,NORMAL
32.7,86.5,3692,7.759,WARNING
73.9,46.6,661,6.543,WARNING
45.6,42.6,3334,8.865,FAULT
37.3,61.2,2329,9.127,WARNING
37.1,94.5,2972,8.431,FAULT
63.8,73.5,3987,7.023,FAULT
22.5,67.3,1389,7.763,NORMAL
40.0,95.4,658,2.693,NORMAL
34.1,94.2,1898,4.56,WARNING
57.4,95.2,1018,1.379,NORMAL
50.1,49.6,1184,9.243,WARNING
60.7,99.5,2191,2.986,WARNING
65.2,70.5,3387,2.351,WARNING
21.1,84.2,2339,6.867,NORMAL
46.3,42.1,2886,9.435,WARNING
78.4,61.0,1818,1.671,NORMAL
32.4,42.6,3753,2.231,NORMAL
76.4,70.4,3888,4.746,WARNING
67.0,78.2,3666,4.482,WARNING
65.0,74.6,3837,4.223,WARNING
63.3,61.1,1552,1.716,NORMAL
78.8,87.7,1202,4.299,WARNING
42.4,71.2,4000,8.348,NORMAL
36.9,73.4,4027,5.245,WARNING
76.5,73.6,2372,6.178,WARNING
24.1,46.4,682,9.989,NORMAL
35.5,46.7,2262,4.642,NORMAL
48.3,85.4,756,0.65,NORMAL
46.9,53.9,1814,3.575,NORMAL
61.0,94.7,2429,7.578,FAULT
78.1,73.4,3694,6.122,FAULT
79.2,53.5,2211,1.582,NORMAL
64.7,93.3,2730,3.007,WARNING
30.1,59.5,2800,7.332,NORMAL
51.0,61.5,3806,3.258,WARNING
61.2,84.5,3996,0.976,WARNING
42.8,74.4,1856,9.191,WARNING
79.1,84.7,2054,8.462,FAULT
32.6,40.4,2096,2.409,NORMAL
21.4,69.1,1029,5.197,NORMAL
33.9,46.4,3349,8.623,WARNING
64.0,87.2,1647,2.036,NORMAL
68.2,77.2,1168,9.83,WARNING
48.9,70.2,2138,2.746,NORMAL
60.1,53.9,3095,9.206,FAULT
26.0,85.7,3863,1.505,NORMAL
72.3,43.5,543,8.803,WARNING
72.3,67.0,3302,1.089,WARNING
71.2,78.8,1227,8.648,WARNING
74.7,60.8,2736,6.964,WARNING
60.8,49.0,2031,1.076,NORMAL
25.2,44.8,3485,8.68,WARNING
62.7,43.1,880,2.518,NORMAL
76.1,48.5,1735,6.164,WARNING
55.7,88.9,2184,5.307,WARNING
55.3,81.5,1745,9.256,WARNING
39.0,55.0,534,9.085,NORMAL
37.7,75.9,2069,1.93,NORMAL
34.9,46.5,2806,1.392,NORMAL
54.3,72.1,1968,5.927,NORMAL
33.5,84.7,1043,2.847,NORMAL
24.5,80.5,3047,5.163,NORMAL
73.5,86.1,1091,7.074,WARNING
77.0,41.5,3408,6.841,WARNING
61.4,98.6,3474,4.048,FAULT
36.4,59.3,4049,6.774,WARNING
20.7,57.8,2132,2.042,NORMAL
59.8,83.3,2838,3.976,WARNING
24.6,63.4,3313,3.147,NORMAL
67.4,52.9,2986,2.28,WARNING
44.3,73.8,1646,2.756,NORMAL
57.8,49.8,3138,3.695,NORMAL
49.5,45.5,640,3.539,NORMAL
53.6,87.1,687,8.393,WARNING
66.7,90.6,711,4.03,WARNING
40.4,94.9,1585,3.82,NORMAL
57.0,74.5,3572,8.482,FAULT
44.0,62.2,1085,1.996,NORMAL
34.7,77.7,1854,9.385,NORMAL
28.7,69.9,3658,9.075,WARNING
23.8,70.8,2240,2.132,NORMAL
77.8,70.8,3684,4.973,WARNING
36.4,78.0,935,7.636,NORMAL
68.8,50.8,2049,8.423,WARNING
22.0,51.9,971,8.538,NORMAL
37.6,100.0,3730,3.378,WARNING
79.1,54.6,3488,9.578,FAULT
51.9,45.3,3978,7.778,WARNING
34.6,92.5,1984,0.751,NORMAL
71.8,91.6,3362,2.258,FAULT
75.6,43.4,1456,1.667,NORMAL
72.9,71.3,825,4.982,NORMAL
69.6,98.5,2278,3.138,WARNING
65.9,76.2,2023,0.648,NORMAL
44.0,84.8,3129,9.235,WARNING
25.1,56.9,756,2.887,NORMAL
50.0,72.9,1472,8.626,WARNING
62.1,82.7,3144,6.986,FAULT
23.5,48.6,660,3.685,NORMAL
25.2,77.0,1607,1.952,NORMAL
62.8,81.9,1667,6.977,WARNING
43.0,99.0,1136,5.454,NORMAL
37.3,44.0,3520,9.115,WARNING
45.9,68.7,3256,2.006,WARNING
48.0,81.8,2657,8.844,FAULT
63.6,77.1,648,1.259,NORMAL
31.3,98.6,1536,5.8,NORMAL
35.3,89.8,793,2.52,NORMAL
64.4,50.1,2634,6.961,WARNING
43.9,90.3,2783,6.902,WARNING
37.7,41.4,1214,5.668,NORMAL
73.4,66.9,1691,4.476,NORMAL
28.5,81.4,695,7.933,NORMAL
55.5,63.8,3322,1.107,WARNING
26.6,53.0,1603,1.15,NORMAL
30.1,72.1,1071,3.781,NORMAL
58.3,83.6,2534,8.048,FAULT
28.7,83.3,3645,1.701,NORMAL
33.6,69.7,1002,7.872,NORMAL
59.9,66.1,3123,6.614,WARNING
68.2,51.3,3644,3.04,WARNING
76.4,66.8,1510,0.954,FAULT
73.5,73.2,2491,4.412,WARNING
30.8,92.4,3993,6.36,WARNING
49.4,70.0,655,8.286,WARNING
56.4,84.4,1059,8.439,WARNING
76.5,77.8,2795,2.173,WARNING
28.4,40.4,872,7.164,NORMAL
79.0,57.9,746,5.815,NORMAL
50.1,83.6,2316,1.36,NORMAL
40.3,74.3,2064,4.714,NORMAL
48.5,50.5,2598,9.568,WARNING
50.1,93.2,3167,7.129,FAULT
23.4,86.4,637,3.234,NORMAL
56.4,48.5,1669,9.198,WARNING
26.9,40.1,1441,3.561,NORMAL
35.6,41.1,3675,7.695,WARNING
33.3,67.5,3718,6.074,WARNING
54.0,57.0,2884,7.921,WARNING
69.0,95.9,2671,3.734,WARNING
42.3,46.4,3512,4.262,WARNING
22.2,75.8,673,9.786,NORMAL
74.0,94.4,2239,1.428,WARNING
38.1,90.9,2815,2.133,WARNING
46.0,82.6,2464,7.29,WARNING
46.4,82.8,2860,2.322,WARNING
68.6,89.9,3984,6.215,FAULT
38.7,44.3,2644,6.628,WARNING
20.8,82.5,3732,5.114,WARNING
56.7,60.3,3653,2.809,WARNING
24.0,75.0,1214,2.206,NORMAL
54.6,43.8,3038,8.803,WARNING
26.3,61.8,2264,8.356,NORMAL
60.9,49.6,3367,1.851,WARNING
34.2,47.0,3557,6.232,WARNING
65.8,64.3,2194,1.934,NORMAL
79.6,62.4,2474,7.122,WARNING
27.4,59.9,3875,4.185,NORMAL
54.3,73.7,4045,4.146,WARNING
20.1,68.5,3268,3.529,NORMAL
72.8,97.3,3459,2.046,FAULT
44.5,93.2,662,7.571,WARNING
76.0,69.9,2671,6.53,WARNING
72.4,47.8,2652,2.898,WARNING
26.2,67.9,1492,7.961,NORMAL
67.7,80.9,1100,3.07,NORMAL
69.7,75.4,1021,2.012,WARNING
41.2,78.1,895,3.995,NORMAL
50.6,85.4,1858,9.29,WARNING
64.0,97.8,3142,4.523,FAULT
57.1,77.4,2059,3.877,NORMAL
42.4,77.0,2850,7.672,WARNING
57.1,98.9,3546,6.557,FAULT
48.0,65.4,1324,4.195,NORMAL
49.6,66.9,2858,1.489,NORMAL
58.6,53.8,865,7.53,NORMAL
37.4,52.3,3183,2.313,NORMAL
39.0,65.5,2874,1.1,NORMAL
35.1,68.3,1041,3.529,NORMAL
22.3,63.2,3073,3.669,NORMAL
68.3,47.5,722,0.613,NORMAL
74.2,73.3,1276,5.499,NORMAL
22.3,66.0,3950,8.131,WARNING
50.5,65.4,533,2.465,NORMAL
33.3,67.1,1027,7.002,WARNING
63.3,77.4,3628,5.856,WARNING
21.6,84.7,1557,1.356,NORMAL
68.1,75.7,1507,7.455,WARNING
76.0,89.2,3439,6.608,FAULT
21.6,40.0,2828,3.849,NORMAL
43.1,48.3,3437,5.976,WARNING
45.5,68.4,1120,2.849,NORMAL
63.4,66.2,3460,1.564,WARNING
54.3,78.0,765,6.738,NORMAL
43.3,88.6,3705,6.91,WARNING
38.6,98.8,1425,4.566,NORMAL
26.6,55.5,558,4.509,NORMAL
37.7,43.0,2755,2.434,NORMAL
53.5,68.2,3664,0.642,WARNING
41.1,76.2,2655,7.458,WARNING
72.0,80.7,3831,2.722,WARNING
53.5,67.9,2743,2.226,NORMAL
77.3,60.3,1489,8.025,WARNING
25.8,67.1,783,4.466,NORMAL
39.6,85.7,2134,6.583,WARNING
32.1,88.2,1822,1.877,NORMAL
60.1,88.4,3048,9.548,FAULT
31.9,76.6,3933,2.444,NORMAL
48.2,85.5,1886,2.817,NORMAL
68.2,80.9,626,7.314,WARNING
49.6,65.5,1394,6.424,NORMAL
67.3,42.3,592,8.554,WARNING
49.3,84.5,1618,7.371,WARNING
65.1,44.2,2762,4.945,WARNING
47.8,46.7,2147,4.237,NORMAL
64.2,72.4,3721,7.632,FAULT
74.7,65.8,1323,7.154,WARNING
46.1,87.0,2666,5.224,WARNING
57.7,68.8,3855,6.869,WARNING
27.3,89.3,1989,6.994,NORMAL
37.1,78.6,3325,4.869,WARNING
69.8,75.7,3183,5.294,WARNING
29.8,83.1,2468,8.244,WARNING
65.7,55.1,3068,6.113,WARNING
72.9,98.4,3248,7.398,FAULT
37.1,83.1,1839,9.596,WARNING
44.6,43.9,1702,9.651,NORMAL
35.2,83.8,3396,3.923,WARNING
49.9,82.4,1829,8.39,WARNING
68.7,53.5,3089,7.432,WARNING
78.4,65.2,3809,5.376,WARNING
24.2,88.4,1927,5.171,NORMAL
25.0,64.7,1760,9.686,NORMAL
30.0,60.5,1486,0.552,NORMAL
60.4,88.6,2368,4.92,WARNING
29.2,81.6,1688,3.129,NORMAL
79.4,65.5,2598,3.621,WARNING
20.2,96.7,3689,2.881,WARNING
43.7,56.0,3361,2.87,NORMAL
76.1,91.4,2890,6.04,FAULT
26.3,75.5,3908,7.863,WARNING
48.0,53.2,2322,5.219,WARNING
67.0,46.4,3357,4.57,WARNING
26.3,85.4,600,2.9,NORMAL
48.6,68.6,2616,7.574,WARNING
23.5,52.4,3588,2.017,NORMAL
25.0,54.1,3584,3.79,NORMAL
77.5,77.2,797,3.109,NORMAL
43.4,51.8,1781,6.334,NORMAL
24.1,81.2,1544,0.615,NORMAL
38.4,58.7,3628,6.463,WARNING
27.7,85.8,3310,7.01,WARNING
74.1,70.1,3167,8.554,FAULT
54.6,51.9,684,5.119,NORMAL
33.2,86.9,1247,4.114,NORMAL
21.9,85.3,1754,9.356,NORMAL
27.9,63.9,3153,6.607,NORMAL
74.3,58.6,1286,2.616,WARNING
60.6,41.6,2534,9.139,FAULT
70.6,84.7,2250,7.878,WARNING
47.4,97.6,3745,7.902,FAULT
58.3,40.5,3688,2.699,WARNING
48.5,96.1,3692,4.774,FAULT
51.8,87.5,1860,9.088,WARNING
48.2,66.5,3466,4.515,WARNING
75.0,41.3,1112,0.736,NORMAL
52.6,73.9,3379,7.138,WARNING
57.3,92.4,3502,2.054,WARNING
50.4,71.1,3698,6.939,WARNING
76.5,53.7,3384,7.103,NORMAL
74.5,77.9,1685,4.217,NORMAL
46.7,80.5,3970,4.458,WARNING
35.7,49.8,2050,3.294,NORMAL
51.5,56.4,2130,7.05,NORMAL
42.7,57.1,3269,2.433,NORMAL
23.4,95.3,1625,9.633,WARNING
62.6,62.4,3312,8.123,FAULT
30.2,45.1,2668,9.374,NORMAL
54.0,58.0,1416,1.596,NORMAL
42.1,51.1,3492,5.102,WARNING
49.6,99.1,1254,1.933,NORMAL
73.9,45.1,3097,9.705,FAULT
78.8,77.1,3842,3.769,WARNING
74.3,61.3,2085,0.995,NORMAL
37.0,82.2,3487,4.759,WARNING
48.3,56.1,4091,9.603,FAULT
74.6,63.3,2265,4.526,WARNING
35.0,54.6,1721,3.296,NORMAL
68.4,87.7,2222,3.855,WARNING
26.5,96.6,3224,3.095,WARNING
26.8,96.0,2501,3.938,NORMAL
68.6,98.3,3346,7.871,FAULT
78.9,54.8,1570,0.985,NORMAL
27.1,59.3,3555,3.755,NORMAL
22.5,72.5,2164,6.403,NORMAL
26.6,75.1,3087,9.325,WARNING
57.0,51.4,638,3.502,NORMAL
25.0,71.7,2735,5.767,NORMAL
58.0,97.5,1829,4.685,WARNING
51.9,54.0,3192,7.381,WARNING
71.4,56.0,734,1.793,NORMAL
27.1,78.5,1791,4.921,NORMAL
79.9,91.7,3486,0.793,FAULT
69.6,56.5,2961,6.987,WARNING
57.1,91.5,3374,8.696,FAULT
76.3,90.8,1602,4.38,WARNING
76.7,60.5,3393,8.886,FAULT
51.7,49.8,2571,7.668,WARNING
73.9,80.7,2978,6.138,FAULT
23.5,94.2,688,6.878,NORMAL
53.2,48.3,791,6.552,NORMAL
33.7,82.6,2296,1.492,NORMAL
41.1,63.1,3230,1.505,NORMAL
26.9,59.4,2995,8.714,WARNING
53.5,81.2,1914,4.778,WARNING
46.7,84.7,2299,2.59,NORMAL
24.4,69.4,2614,9.754,WARNING
37.5,62.7,3378,4.745,WARNING
36.2,44.9,3958,6.294,WARNING
54.2,62.9,3663,0.976,WARNING
60.5,68.4,2626,6.828,WARNING
23.5,73.9,1828,4.744,NORMAL
51.6,80.5,2594,6.1,WARNING
28.5,82.8,2804,8.327,WARNING
79.7,72.6,2493,8.851,WARNING
45.9,94.7,1119,0.949,NORMAL
59.1,90.8,2878,3.503,WARNING
73.2,53.9,539,8.033,WARNING
77.4,69.6,3056,4.606,WARNING
49.2,70.1,2598,5.205,WARNING
21.6,94.6,1319,5.899,NORMAL
42.8,64.3,3385,2.191,NORMAL
75.0,54.4,1315,9.809,FAULT
31.6,92.3,746,5.376,NORMAL
44.1,53.6,1685,4.377,NORMAL
27.0,49.3,2254,1.937,NORMAL
22.0,80.9,4025,9.438,WARNING
64.0,93.7,3782,9.34,FAULT
64.9,87.1,1328,4.161,WARNING
63.4,48.2,1341,3.354,WARNING
55.7,87.3,1170,9.767,WARNING
72.5,42.8,3027,4.802,WARNING
42.2,54.4,3947,7.195,WARNING
37.5,78.1,2296,7.959,FAULT
75.6,92.1,1984,3.563,WARNING
39.4,79.2,1871,0.714,NORMAL
34.3,99.9,574,2.189,NORMAL
38.9,99.7,3381,5.778,WARNING
20.3,67.6,2307,1.77,NORMAL
34.9,49.8,3501,5.328,NORMAL
29.4,42.8,941,1.693,NORMAL
50.4,51.2,2658,4.03,WARNING
72.8,72.5,883,5.647,NORMAL
35.1,50.4,1737,4.969,NORMAL
55.8,72.9,2204,6.294,WARNING
36.2,78.1,2588,7.827,WARNING
48.3,71.9,3230,7.227,WARNING
20.3,83.1,1876,5.809,NORMAL
65.0,56.3,2789,2.176,WARNING
23.1,75.6,3758,8.472,WARNING
31.9,45.1,3878,9.655,WARNING
48.8,49.1,1238,2.364,NORMAL
44.3,59.5,2504,6.381,WARNING
29.3,91.7,1093,4.782,NORMAL
44.4,79.4,3062,5.592,NORMAL
